20   25
20   26
20   27
20   28
20   29
20   31
20   32
20   33
20   34
20   35
20   39
20   41
20   42
20   48
20   49
21    1
21    3
21    4
21    5
21    9
21   10
21   12
21   15
21   16
21   18
21   20
21   23
21   24
21   25
21   28
21   30
21   34
21   41
21   44
21   46
21   47
21   48
21   50
22    2
22    4
22    5
22    7
22    9
22   10
22   12
22   13
22   14
22   15
22   17
22   23
22   30
22   31
22   34
22   35
22   36
22   37
22   38
22   40
22   41
22   47
22   48
22   50
23    1
23   10
23   15
23   16
23   19
23   21
23   22
23   26
23   32
23   34
23   35
23   37
23   38
23   40
23   41
23   43
23   48
23   49
24    1
24    3
24    8
24    9
24   10
24   12
24   17
24   18
24   20
24   21
24   25
24   32
24   34
24   39
24   46
24   47
25    1
25    2
25    4
25    5
25    7
25   10
25   11
25   16
25   19
25   20
25   21
25   24
25   26
25   29
25   30
25   32
25   35
25   36
25   37
25   38
25   42
25   43
25   45
25   47
25   48
25   50
26    4
26    6
26    8
26    9
26   10
26   13
26   14
26   15
26   20
26   23
26   25
26   27
26   29
26   31
26   33
26   34
26   35
26   36
26   37
26   41
26   42
26   44
26   50
27    2
27    4
27    8
27   11
27   12
27   13
27   14
27   16
27   17
27   19
27   20
27   26
27   29
27   30
27   35
27   42
27   44
27   45
27   48
27   50
28    2
28    3
28    4
28    8
28    9
28   14
28   17
28   20
28   21
28   29
28   30
28   32
28   34
28   36
28   37
28   40
28   42
28   43
28   47
28   48
28   50
29    3
29    4
29    5
29   11
29   19
29   20
29   25
29   26
29   27
29   28
29   31
29   48
30    1
30    4
30   10
30   12
30   15
30   21
30   22
30   25
30   27
30   28
30   31
30   33
30   34
30   35
30   37
30   41
30   42
30   43
30   47
30   48
31    2
31    3
31    5
31   10
31   11
31   15
31   17
31   18
31   20
31   22
31   26
31   29
31   30
31   33
31   36
31   39
31   40
31   41
31   43
31   44
31   49
31   50
32    2
32    3
32    5
32   12
32   17
32   20
32   23
32   24
32   25
32   28
32   33
32   37
32   42
32   49
33    5
33    8
33   10
33   14
33   15
33   16
33   19
33   20
33   26
33   30
33   31
33   32
33   35
33   40
33   41
33   43
33   46
33   47
33   50
34    1
34    4
34    5
34    6
34    7
34   10
34   11
34   12
34   16
34   20
34   21
34   22
34   23
34   24
34   26
34   28
34   30
34   39
34   41
34   45
34   47
34   50
35    1
35    2
35    4
35    5
35    8
35   11
35   13
35   16
35   19
35   20
35   22
35   23
35   25
35   26
35   27
35   30
35   33
35   36
35   40
35   43
35   44
35   47
35   48
36    3
36    4
36    8
36    9
36   11
36   15
36   16
36   17
36   19
36   22
36   25
36   26
36   28
36   31
36   35
36   43
36   44
36   48
36   49
37    1
37    2
37    4
37    6
37   11
37   13
37   14
37   19
37   22
37   23
37   25
37   26
37   28
37   30
37   32
37   40
37   46
37   49
38    1
38    3
38    5
38    6
38    7
38    9
38   10
38   11
38   15
38   16
38   19
38   22
38   23
38   25
38   40
38   41
38   42
38   46
38   48
38   50
39    5
39   14
39   15
39   18
39   19
39   20
39   24
39   31
39   34
39   40
39   42
40    1
40    2
40    3
40    7
40    8
40    9
40   13
40   15
40   17
40   22
40   23
40   28
40   31
40   33
40   35
40   37
40   38
40   39
40   42
40   43
40   44
40   45
40   48
40   49
40   50
41    3
41    5
41    7
41    9
41   15
41   20
41   21
41   22
41   23
41   26
41   30
41   31
41   33
41   34
41   38
41   43
41   46
41   49
42    1
42    2
42    4
42    5
42    6
42    7
42    8
42   12
42   13
42   14
42   20
42   25
42   26
42   27
42   28
42   30
42   32
42   38
42   39
42   40
42   44
42   46
42   47
42   48
43    1
43    4
43    5
43    8
43    9
43   15
43   16
43   23
43   25
43   28
43   30
43   31
43   33
43   35
43   36
43   40
43   41
43   46
43   49
43   50
44    1
44    7
44    9
44   10
44   12
44   14
44   17
44   18
44   21
44   26
44   27
44   31
44   35
44   36
44   40
44   42
44   45
44   49
45    3
45    5
45    6
45    7
45    9
45   10
45   13
45   17
45   25
45   27
45   34
45   40
45   44
45   47
45   50
46    7
46    8
46    9
46   12
46   13
46   16
46   19
46   21
46   24
46   33
46   37
46   38
46   41
46   42
46   43
46   47
46   49
47    5
47    8
47   10
47   14
47   16
47   18
47   21
47   22
47   24
47   25
47   28
47   30
47   33
47   34
47   35
47   42
47   45
47   46
47   48
48    3
48    5
48    7
48    8
48    9
48   12
48   15
48   17
48   20
48   21
48   22
48   23
48   25
48   27
48   28
48   29
48   30
48   35
48   36
48   38
48   40
48   42
48   47
48   50
49    1
49    2
49    3
49    5
49    9
49   10
49   11
49   14
49   16
49   20
49   23
49   31
49   32
49   36
49   37
49   40
49   41
49   43
49   44
49   46
50    8
50   12
50   18
50   21
50   22
50   25
50   26
50   27
50   28
50   31
50   33
50   34
50   38
50   40
50   43
50   45
50   48
